code,name,industry,peer_count,revenue_q2_yoy_peer_rank,revenue_q2_yoy_peer_pct,net_profit_q2_yoy_peer_rank,net_profit_q2_yoy_peer_pct,gross_margin_delta_peer_rank,gross_margin_delta_peer_pct,roe_h1_2026_peer_rank,roe_h1_2026_peer_pct,ocf_total_ratio_peer_rank,ocf_total_ratio_peer_pct,preliminary_convexity_score_peer_rank,preliminary_convexity_score_peer_pct,pe_dynamic_peer_rank,pe_dynamic_peer_pct,peer_quality_score,top_peers_json
300191,潜能恒信,油服工程,14,1,1.0,1,1.0,1,1.0,1,1.0,5,0.7142857142857143,1,1.0,12.0,0.08333333333333333,82.82,"[{""code"": ""300191"", ""name"": ""潜能恒信"", ""score"": 79.07}, {""code"": ""600583"", ""name"": ""海油工程"", ""score"": 73.62}, {""code"": ""600339"", ""name"": ""中油工程"", ""score"": 62.85}, {""code"": ""600871"", ""name"": ""石化油服"", ""score"": 61.01}, {""code"": ""603619"", ""name"": ""中曼石油"", ""score"": 59.38}]"
601828,美凯龙,一般零售,58,36,0.39655172413793105,2,0.9827586206896551,7,0.896551724137931,43,0.27586206896551724,5,0.9310344827586207,1,1.0,,,74.71,"[{""code"": ""601828"", ""name"": ""美凯龙"", ""score"": 79.06}, {""code"": ""002344"", ""name"": ""海宁皮城"", ""score"": 75.64}, {""code"": ""600738"", ""name"": ""丽尚国潮"", ""score"": 71.6}, {""code"": ""000785"", ""name"": ""居然智家"", ""score"": 69.85}, {""code"": ""002277"", ""name"": ""友阿股份"", ""score"": 67.19}]"
600037,歌华有线,电视广播Ⅱ,13,1,1.0,1,1.0,1,1.0,3,0.8461538461538461,3,0.8461538461538461,1,1.0,7.0,0.25,84.89,"[{""code"": ""600037"", ""name"": ""歌华有线"", ""score"": 79.05}, {""code"": ""600637"", ""name"": ""东方明珠"", ""score"": 65.72}, {""code"": ""301551"", ""name"": ""无线传媒"", ""score"": 63.95}, {""code"": ""600959"", ""name"": ""江苏有线"", ""score"": 56.44}, {""code"": ""300770"", ""name"": ""新媒股份"", ""score"": 54.95}]"
002805,丰元股份,电池,106,1,1.0,20,0.8207547169811321,4,0.9716981132075472,4,0.9716981132075472,67,0.37735849056603776,1,1.0,,,85.69,"[{""code"": ""002805"", ""name"": ""丰元股份"", ""score"": 79.02}, {""code"": ""688388"", ""name"": ""嘉元科技"", ""score"": 78.16}, {""code"": ""002812"", ""name"": ""恩捷股份"", ""score"": 77.73}, {""code"": ""688353"", ""name"": ""华盛锂电"", ""score"": 76.38}, {""code"": ""300568"", ""name"": ""星源材质"", ""score"": 75.94}]"
002292,奥飞娱乐,文娱用品,21,4,0.8571428571428571,1,1.0,2,0.9523809523809523,3,0.9047619047619048,16,0.2857142857142857,1,1.0,16.0,0.0625,72.32,"[{""code"": ""002292"", ""name"": ""奥飞娱乐"", ""score"": 79.01}, {""code"": ""605299"", ""name"": ""舒华体育"", ""score"": 72.77}, {""code"": ""603899"", ""name"": ""晨光股份"", ""score"": 69.78}, {""code"": ""605080"", ""name"": ""浙江自然"", ""score"": 65.1}, {""code"": ""002301"", ""name"": ""齐心集团"", ""score"": 64.92}]"
603605,珀莱雅,化妆品,16,12,0.3125,3,0.875,8,0.5625,1,1.0,9,0.5,1,1.0,1.0,1.0,75.0,"[{""code"": ""603605"", ""name"": ""珀莱雅"", ""score"": 78.99}, {""code"": ""600315"", ""name"": ""上海家化"", ""score"": 75.5}, {""code"": ""603630"", ""name"": ""拉芳家化"", ""score"": 73.43}, {""code"": ""600223"", ""name"": ""福瑞达"", ""score"": 64.85}, {""code"": ""603983"", ""name"": ""丸美生物"", ""score"": 63.11}]"
605090,九丰能源,燃气Ⅱ,30,8,0.7666666666666667,8,0.7666666666666667,3,0.9333333333333333,3,0.9333333333333333,15,0.5333333333333333,2,0.9666666666666667,7.0,0.7692307692307693,80.99,"[{""code"": ""300483"", ""name"": ""首华燃气"", ""score"": 85.38}, {""code"": ""605090"", ""name"": ""九丰能源"", ""score"": 78.97}, {""code"": ""300332"", ""name"": ""天壕能源"", ""score"": 78.85}, {""code"": ""603318"", ""name"": ""水发燃气"", ""score"": 74.84}, {""code"": ""605169"", ""name"": ""洪通燃气"", ""score"": 71.22}]"
002274,华昌化工,化学原料,61,4,0.9508196721311475,10,0.8524590163934426,24,0.6229508196721312,32,0.4918032786885246,21,0.6721311475409836,2,0.9836065573770492,,,76.23,"[{""code"": ""000990"", ""name"": ""诚志股份"", ""score"": 79.24}, {""code"": ""002274"", ""name"": ""华昌化工"", ""score"": 78.97}, {""code"": ""601678"", ""name"": ""滨化股份"", ""score"": 78.18}, {""code"": ""600746"", ""name"": ""江苏索普"", ""score"": 76.43}, {""code"": ""600075"", ""name"": ""新疆天业"", ""score"": 75.31}]"
603353,和顺石油,炼化及贸易,30,21,0.3333333333333333,1,0.9333333333333333,10,0.7,11,0.6666666666666666,13,0.6,1,1.0,,,70.56,"[{""code"": ""603353"", ""name"": ""和顺石油"", ""score"": 78.96}, {""code"": ""603223"", ""name"": ""恒通股份"", ""score"": 75.95}, {""code"": ""002408"", ""name"": ""齐翔腾达"", ""score"": 75.91}, {""code"": ""000301"", ""name"": ""东方盛虹"", ""score"": 75.1}, {""code"": ""601233"", ""name"": ""桐昆股份"", ""score"": 74.85}]"
688045,必易微,半导体,185,37,0.8054054054054054,1,0.9540540540540541,41,0.7837837837837838,107,0.42702702702702705,119,0.3621621621621622,6,0.972972972972973,118.0,0.10687022900763359,63.03,"[{""code"": ""688110"", ""name"": ""东芯股份"", ""score"": 82.47}, {""code"": ""688766"", ""name"": ""普冉股份"", ""score"": 82.41}, {""code"": ""688620"", ""name"": ""安凯微"", ""score"": 79.93}, {""code"": ""688469"", ""name"": ""芯联集成"", ""score"": 79.64}, {""code"": ""301536"", ""name"": ""星宸科技"", ""score"": 79.6}]"
603871,嘉友国际,物流,47,21,0.574468085106383,14,0.723404255319149,5,0.9148936170212766,2,0.9787234042553191,23,0.5319148936170213,1,1.0,14.0,0.6176470588235294,76.3,"[{""code"": ""603871"", ""name"": ""嘉友国际"", ""score"": 78.87}, {""code"": ""002930"", ""name"": ""宏川智慧"", ""score"": 78.16}, {""code"": ""002468"", ""name"": ""申通快递"", ""score"": 76.97}, {""code"": ""600233"", ""name"": ""圆通速递"", ""score"": 75.84}, {""code"": ""002120"", ""name"": ""韵达股份"", ""score"": 74.42}]"
300332,天壕能源,燃气Ⅱ,30,1,1.0,1,1.0,13,0.6,26,0.16666666666666666,5,0.8666666666666667,3,0.9333333333333333,,,76.11,"[{""code"": ""300483"", ""name"": ""首华燃气"", ""score"": 85.38}, {""code"": ""605090"", ""name"": ""九丰能源"", ""score"": 78.97}, {""code"": ""300332"", ""name"": ""天壕能源"", ""score"": 78.85}, {""code"": ""603318"", ""name"": ""水发燃气"", ""score"": 74.84}, {""code"": ""605169"", ""name"": ""洪通燃气"", ""score"": 71.22}]"
688390,固德威,光伏设备,68,3,0.9705882352941176,1,0.9852941176470589,13,0.8235294117647058,3,0.9696969696969697,34,0.5147058823529411,1,1.0,32.0,0.08823529411764706,76.46,"[{""code"": ""688390"", ""name"": ""固德威"", ""score"": 78.78}, {""code"": ""003022"", ""name"": ""联泓新科"", ""score"": 78.03}, {""code"": ""603806"", ""name"": ""福斯特"", ""score"": 75.63}, {""code"": ""688516"", ""name"": ""奥特维"", ""score"": 74.86}, {""code"": ""688726"", ""name"": ""拉普拉斯"", ""score"": 72.82}]"
300107,建新股份,化学制品,184,7,0.967391304347826,1,0.9836956521739131,4,0.9836956521739131,76,0.5901639344262295,110,0.4076086956521739,1,1.0,,,82.21,"[{""code"": ""300107"", ""name"": ""建新股份"", ""score"": 78.76}, {""code"": ""002497"", ""name"": ""雅化集团"", ""score"": 78.63}, {""code"": ""605020"", ""name"": ""永和股份"", ""score"": 77.91}, {""code"": ""603260"", ""name"": ""合盛硅业"", ""score"": 77.69}, {""code"": ""603681"", ""name"": ""永冠新材"", ""score"": 77.62}]"
300482,万孚生物,医疗器械,139,83,0.41007194244604317,1,0.9928057553956835,58,0.5899280575539568,71,0.49640287769784175,8,0.9496402877697842,4,0.9784172661870504,,,73.62,"[{""code"": ""002382"", ""name"": ""蓝帆医疗"", ""score"": 83.56}, {""code"": ""300981"", ""name"": ""中红医疗"", ""score"": 81.72}, {""code"": ""688108"", ""name"": ""赛诺医疗"", ""score"": 80.87}, {""code"": ""300482"", ""name"": ""万孚生物"", ""score"": 78.76}, {""code"": ""688139"", ""name"": ""海尔生物"", ""score"": 77.73}]"
600123,兰花科创,煤炭开采,26,7,0.7692307692307693,3,0.9230769230769231,5,0.8461538461538461,21,0.2,7,0.7692307692307693,2,0.9615384615384616,,,74.49,"[{""code"": ""600971"", ""name"": ""恒源煤电"", ""score"": 82.5}, {""code"": ""600123"", ""name"": ""兰花科创"", ""score"": 78.72}, {""code"": ""600256"", ""name"": ""广汇能源"", ""score"": 77.49}, {""code"": ""601101"", ""name"": ""昊华能源"", ""score"": 76.68}, {""code"": ""000552"", ""name"": ""甘肃能化"", ""score"": 74.64}]"
601002,晋亿实业,通用设备,254,112,0.562992125984252,35,0.8661417322834646,20,0.9251968503937008,60,0.7649402390438247,69,0.7322834645669292,1,1.0,31.0,0.8522167487684729,81.48,"[{""code"": ""601002"", ""name"": ""晋亿实业"", ""score"": 78.7}, {""code"": ""688257"", ""name"": ""新锐股份"", ""score"": 78.38}, {""code"": ""603969"", ""name"": ""银龙股份"", ""score"": 77.03}, {""code"": ""605060"", ""name"": ""联德股份"", ""score"": 75.53}, {""code"": ""920238"", ""name"": ""长鹰硬科"", ""score"": 74.8}]"
002048,宁波华翔,汽车零部件,273,262,0.04395604395604396,10,0.967032967032967,63,0.7728937728937729,43,0.8455882352941176,131,0.5238095238095238,3,0.9926739926739927,152.0,0.351931330472103,64.26,"[{""code"": ""600841"", ""name"": ""动力新科"", ""score"": 81.56}, {""code"": ""601500"", ""name"": ""通用股份"", ""score"": 79.69}, {""code"": ""002048"", ""name"": ""宁波华翔"", ""score"": 78.68}, {""code"": ""603197"", ""name"": ""保隆科技"", ""score"": 77.52}, {""code"": ""603007"", ""name"": ""顺景科技"", ""score"": 76.75}]"
002497,雅化集团,化学制品,184,3,0.9891304347826086,1,0.9836956521739131,5,0.9782608695652174,8,0.9617486338797814,140,0.24456521739130435,2,0.9945652173913043,66.0,0.5547945205479452,81.53,"[{""code"": ""300107"", ""name"": ""建新股份"", ""score"": 78.76}, {""code"": ""002497"", ""name"": ""雅化集团"", ""score"": 78.63}, {""code"": ""605020"", ""name"": ""永和股份"", ""score"": 77.91}, {""code"": ""603260"", ""name"": ""合盛硅业"", ""score"": 77.69}, {""code"": ""603681"", ""name"": ""永冠新材"", ""score"": 77.62}]"
688416,恒烁股份,半导体,185,10,0.9513513513513514,33,0.827027027027027,6,0.972972972972973,24,0.8756756756756757,107,0.42702702702702705,7,0.9675675675675676,,,83.69,"[{""code"": ""688110"", ""name"": ""东芯股份"", ""score"": 82.47}, {""code"": ""688766"", ""name"": ""普冉股份"", ""score"": 82.41}, {""code"": ""688620"", ""name"": ""安凯微"", ""score"": 79.93}, {""code"": ""688469"", ""name"": ""芯联集成"", ""score"": 79.64}, {""code"": ""301536"", ""name"": ""星宸科技"", ""score"": 79.6}]"
920438,戈碧迦,光学光电子,96,11,0.8958333333333334,1,0.9739583333333334,13,0.875,23,0.7708333333333334,63,0.3541666666666667,2,0.9895833333333334,58.0,0.08064516129032258,70.57,"[{""code"": ""688378"", ""name"": ""奥来德"", ""score"": 82.21}, {""code"": ""920438"", ""name"": ""戈碧迦"", ""score"": 78.56}, {""code"": ""688127"", ""name"": ""蓝特光学"", ""score"": 77.52}, {""code"": ""301421"", ""name"": ""波长光电"", ""score"": 72.69}, {""code"": ""002745"", ""name"": ""木林森"", ""score"": 72.41}]"
000949,新乡化纤,化学纤维,27,3,0.9259259259259259,1,1.0,2,0.9629629629629629,5,0.8518518518518519,8,0.7407407407407407,2,0.9629629629629629,16.0,0.34782608695652173,82.75,"[{""code"": ""600810"", ""name"": ""神马股份"", ""score"": 81.87}, {""code"": ""000949"", ""name"": ""新乡化纤"", ""score"": 78.49}, {""code"": ""002064"", ""name"": ""华峰化学"", ""score"": 74.9}, {""code"": ""002254"", ""name"": ""泰和新材"", ""score"": 73.38}, {""code"": ""600063"", ""name"": ""皖维高新"", ""score"": 73.27}]"
001339,智微智能,计算机设备,89,8,0.9213483146067416,5,0.9550561797752809,3,0.9775280898876404,4,0.9659090909090909,21,0.7752808988764045,1,1.0,43.0,0.2631578947368421,83.69,"[{""code"": ""001339"", ""name"": ""智微智能"", ""score"": 78.46}, {""code"": ""605118"", ""name"": ""力鼎光电"", ""score"": 76.47}, {""code"": ""688208"", ""name"": ""道通科技"", ""score"": 70.53}, {""code"": ""688475"", ""name"": ""萤石网络"", ""score"": 70.16}, {""code"": ""300042"", ""name"": ""朗科科技"", ""score"": 70.0}]"
000833,粤桂股份,综合Ⅱ,20,1,1.0,3,0.9,2,0.95,1,1.0,12,0.45,1,1.0,5.0,0.75,86.43,"[{""code"": ""000833"", ""name"": ""粤桂股份"", ""score"": 78.45}, {""code"": ""000421"", ""name"": ""南京公用"", ""score"": 72.53}, {""code"": ""600805"", ""name"": ""悦达投资"", ""score"": 71.83}, {""code"": ""002420"", ""name"": ""毅昌科技"", ""score"": 69.57}, {""code"": ""600673"", ""name"": ""东阳光"", ""score"": 65.37}]"
000737,北方铜业,工业金属,58,2,0.9827586206896551,1,0.9655172413793104,21,0.6551724137931034,6,0.9137931034482759,27,0.5517241379310345,3,0.9655172413793104,32.0,0.3541666666666667,76.98,"[{""code"": ""000612"", ""name"": ""焦作万方"", ""score"": 81.79}, {""code"": ""600490"", ""name"": ""鹏欣资源"", ""score"": 79.53}, {""code"": ""000737"", ""name"": ""北方铜业"", ""score"": 78.43}, {""code"": ""603271"", ""name"": ""永杰新材"", ""score"": 76.3}, {""code"": ""600497"", ""name"": ""驰宏锌锗"", ""score"": 74.72}]"
688328,深科达,专用设备,203,27,0.8712871287128713,1,0.9851485148514851,10,0.9556650246305419,26,0.8762376237623762,46,0.7783251231527094,2,0.9950738916256158,147.0,0.0641025641025641,78.94,"[{""code"": ""688211"", ""name"": ""中科微至"", ""score"": 80.76}, {""code"": ""688328"", ""name"": ""深科达"", ""score"": 78.43}, {""code"": ""300307"", ""name"": ""慈星股份"", ""score"": 75.54}, {""code"": ""600499"", ""name"": ""科达制造"", ""score"": 75.47}, {""code"": ""300833"", ""name"": ""浩洋股份"", ""score"": 75.43}]"
601121,宝地矿业,冶钢原料,8,1,1.0,2,0.875,1,1.0,2,0.875,7,0.25,2,0.875,5.0,0.42857142857142855,75.77,"[{""code"": ""000629"", ""name"": ""钒钛股份"", ""score"": 80.56}, {""code"": ""601121"", ""name"": ""宝地矿业"", ""score"": 78.4}, {""code"": ""600516"", ""name"": ""方大炭素"", ""score"": 74.89}, {""code"": ""600295"", ""name"": ""鄂尔多斯"", ""score"": 66.33}, {""code"": ""600382"", ""name"": ""广东明珠"", ""score"": 63.68}]"
688257,新锐股份,通用设备,254,19,0.9291338582677166,12,0.9566929133858267,7,0.9763779527559056,5,0.9840637450199203,159,0.3779527559055118,2,0.9960629921259843,113.0,0.4482758620689655,80.98,"[{""code"": ""601002"", ""name"": ""晋亿实业"", ""score"": 78.7}, {""code"": ""688257"", ""name"": ""新锐股份"", ""score"": 78.38}, {""code"": ""603969"", ""name"": ""银龙股份"", ""score"": 77.03}, {""code"": ""605060"", ""name"": ""联德股份"", ""score"": 75.53}, {""code"": ""920238"", ""name"": ""长鹰硬科"", ""score"": 74.8}]"
000520,凤凰航运,航运港口,35,1,1.0,1,0.9857142857142858,14,0.6285714285714286,8,0.8,30,0.17142857142857143,4,0.9142857142857143,,,75.0,"[{""code"": ""603162"", ""name"": ""海通发展"", ""score"": 85.73}, {""code"": ""920571"", ""name"": ""国航远洋"", ""score"": 81.82}, {""code"": ""600717"", ""name"": ""天津港"", ""score"": 79.61}, {""code"": ""000520"", ""name"": ""凤凰航运"", ""score"": 78.36}, {""code"": ""600179"", ""name"": ""安通控股"", ""score"": 76.97}]"
603186,华正新材,元件,67,14,0.8059701492537313,1,0.9552238805970149,19,0.7313432835820896,19,0.7313432835820896,13,0.8208955223880597,1,1.0,34.0,0.45,78.5,"[{""code"": ""603186"", ""name"": ""华正新材"", ""score"": 78.25}, {""code"": ""001389"", ""name"": ""广合科技"", ""score"": 76.88}, {""code"": ""002552"", ""name"": ""宝鼎科技"", ""score"": 76.68}, {""code"": ""301366"", ""name"": ""一博科技"", ""score"": 75.12}, {""code"": ""600601"", ""name"": ""方正科技"", ""score"": 74.24}]"
002042,华孚时尚,纺织制造,32,29,0.125,1,0.984375,2,0.96875,16,0.53125,7,0.8125,1,1.0,27.0,0.10344827586206896,64.65,"[{""code"": ""002042"", ""name"": ""华孚时尚"", ""score"": 78.21}, {""code"": ""603055"", ""name"": ""台华新材"", ""score"": 76.03}, {""code"": ""603558"", ""name"": ""健盛集团"", ""score"": 72.92}, {""code"": ""002083"", ""name"": ""孚日股份"", ""score"": 72.8}, {""code"": ""300877"", ""name"": ""金春股份"", ""score"": 69.97}]"
601678,滨化股份,化学原料,61,23,0.639344262295082,1,0.9508196721311475,20,0.6885245901639344,27,0.5737704918032787,15,0.7704918032786885,3,0.9672131147540983,19.0,0.5384615384615384,73.27,"[{""code"": ""000990"", ""name"": ""诚志股份"", ""score"": 79.24}, {""code"": ""002274"", ""name"": ""华昌化工"", ""score"": 78.97}, {""code"": ""601678"", ""name"": ""滨化股份"", ""score"": 78.18}, {""code"": ""600746"", ""name"": ""江苏索普"", ""score"": 76.43}, {""code"": ""600075"", ""name"": ""新疆天业"", ""score"": 75.31}]"
688388,嘉元科技,电池,106,17,0.8490566037735849,1,0.9622641509433962,50,0.5377358490566038,41,0.6226415094339622,48,0.5566037735849056,2,0.9905660377358491,67.0,0.14285714285714285,66.6,"[{""code"": ""002805"", ""name"": ""丰元股份"", ""score"": 79.02}, {""code"": ""688388"", ""name"": ""嘉元科技"", ""score"": 78.16}, {""code"": ""002812"", ""name"": ""恩捷股份"", ""score"": 77.73}, {""code"": ""688353"", ""name"": ""华盛锂电"", ""score"": 76.38}, {""code"": ""300568"", ""name"": ""星源材质"", ""score"": 75.94}]"
002930,宏川智慧,物流,47,12,0.7659574468085106,7,0.8723404255319149,9,0.8297872340425532,34,0.2978723404255319,3,0.9574468085106383,2,0.9787234042553191,,,78.37,"[{""code"": ""603871"", ""name"": ""嘉友国际"", ""score"": 78.87}, {""code"": ""002930"", ""name"": ""宏川智慧"", ""score"": 78.16}, {""code"": ""002468"", ""name"": ""申通快递"", ""score"": 76.97}, {""code"": ""600233"", ""name"": ""圆通速递"", ""score"": 75.84}, {""code"": ""002120"", ""name"": ""韵达股份"", ""score"": 74.42}]"
002606,大连电瓷,电网设备,143,42,0.7132867132867133,17,0.8881118881118881,2,0.993006993006993,15,0.9014084507042254,43,0.7062937062937062,1,1.0,31.0,0.7391304347826086,84.87,"[{""code"": ""002606"", ""name"": ""大连电瓷"", ""score"": 78.14}, {""code"": ""301120"", ""name"": ""新特电气"", ""score"": 77.58}, {""code"": ""002452"", ""name"": ""长高电气"", ""score"": 77.32}, {""code"": ""603530"", ""name"": ""神马电力"", ""score"": 76.05}, {""code"": ""002546"", ""name"": ""新联电子"", ""score"": 72.18}]"
301376,致欧科技,家居用品,77,11,0.8701298701298701,10,0.8831168831168831,18,0.7792207792207793,8,0.9078947368421053,7,0.922077922077922,1,1.0,27.0,0.5357142857142857,84.26,"[{""code"": ""301376"", ""name"": ""致欧科技"", ""score"": 78.12}, {""code"": ""688087"", ""name"": ""英科再生"", ""score"": 77.91}, {""code"": ""605099"", ""name"": ""共创草坪"", ""score"": 73.33}, {""code"": ""603195"", ""name"": ""公牛集团"", ""score"": 72.0}, {""code"": ""603992"", ""name"": ""松霖科技"", ""score"": 70.05}]"
600663,陆家嘴,房地产开发,81,7,0.9259259259259259,4,0.9629629629629629,15,0.8271604938271605,9,0.8947368421052632,10,0.8888888888888888,1,1.0,12.0,0.65625,87.94,"[{""code"": ""600663"", ""name"": ""陆家嘴"", ""score"": 78.12}, {""code"": ""000036"", ""name"": ""华联控股"", ""score"": 76.72}, {""code"": ""000042"", ""name"": ""中洲控股"", ""score"": 74.01}, {""code"": ""600736"", ""name"": ""苏州高新"", ""score"": 72.66}, {""code"": ""000620"", ""name"": ""盈新发展"", ""score"": 67.15}]"
003022,联泓新科,光伏设备,68,1,1.0,7,0.9117647058823529,19,0.7352941176470589,9,0.8787878787878788,22,0.6911764705882353,2,0.9852941176470589,29.0,0.17647058823529413,76.84,"[{""code"": ""688390"", ""name"": ""固德威"", ""score"": 78.78}, {""code"": ""003022"", ""name"": ""联泓新科"", ""score"": 78.03}, {""code"": ""603806"", ""name"": ""福斯特"", ""score"": 75.63}, {""code"": ""688516"", ""name"": ""奥特维"", ""score"": 74.86}, {""code"": ""688726"", ""name"": ""拉普拉斯"", ""score"": 72.82}]"
688653,康希通信,半导体,185,135,0.2756756756756757,46,0.7567567567567568,37,0.8054054054054054,117,0.372972972972973,61,0.6756756756756757,8,0.9621621621621622,,,64.14,"[{""code"": ""688110"", ""name"": ""东芯股份"", ""score"": 82.47}, {""code"": ""688766"", ""name"": ""普冉股份"", ""score"": 82.41}, {""code"": ""688620"", ""name"": ""安凯微"", ""score"": 79.93}, {""code"": ""688469"", ""name"": ""芯联集成"", ""score"": 79.64}, {""code"": ""301536"", ""name"": ""星宸科技"", ""score"": 79.6}]"
688699,明微电子,半导体,185,40,0.7891891891891892,36,0.8108108108108109,30,0.8432432432432433,46,0.7567567567567568,100,0.4648648648648649,9,0.9567567567567568,,,77.03,"[{""code"": ""688110"", ""name"": ""东芯股份"", ""score"": 82.47}, {""code"": ""688766"", ""name"": ""普冉股份"", ""score"": 82.41}, {""code"": ""688620"", ""name"": ""安凯微"", ""score"": 79.93}, {""code"": ""688469"", ""name"": ""芯联集成"", ""score"": 79.64}, {""code"": ""301536"", ""name"": ""星宸科技"", ""score"": 79.6}]"
003018,金富科技,包装印刷,47,1,1.0,4,0.9361702127659575,1,1.0,12,0.7659574468085106,29,0.40425531914893614,2,0.9787234042553191,29.0,0.15151515151515152,74.81,"[{""code"": ""603091"", ""name"": ""众鑫股份"", ""score"": 80.87}, {""code"": ""003018"", ""name"": ""金富科技"", ""score"": 77.96}, {""code"": ""002799"", ""name"": ""环球印务"", ""score"": 73.65}, {""code"": ""002752"", ""name"": ""昇兴股份"", ""score"": 71.41}, {""code"": ""603687"", ""name"": ""大胜达"", ""score"": 70.54}]"
688087,英科再生,家居用品,77,10,0.8831168831168831,14,0.8311688311688312,5,0.948051948051948,12,0.8552631578947368,22,0.7272727272727273,2,0.987012987012987,25.0,0.5714285714285714,82.9,"[{""code"": ""301376"", ""name"": ""致欧科技"", ""score"": 78.12}, {""code"": ""688087"", ""name"": ""英科再生"", ""score"": 77.91}, {""code"": ""605099"", ""name"": ""共创草坪"", ""score"": 73.33}, {""code"": ""603195"", ""name"": ""公牛集团"", ""score"": 72.0}, {""code"": ""603992"", ""name"": ""松霖科技"", ""score"": 70.05}]"
605020,永和股份,化学制品,184,19,0.9021739130434783,43,0.7717391304347826,30,0.842391304347826,15,0.9234972677595629,91,0.5108695652173914,3,0.9891304347826086,45.0,0.6986301369863014,80.55,"[{""code"": ""300107"", ""name"": ""建新股份"", ""score"": 78.76}, {""code"": ""002497"", ""name"": ""雅化集团"", ""score"": 78.63}, {""code"": ""605020"", ""name"": ""永和股份"", ""score"": 77.91}, {""code"": ""603260"", ""name"": ""合盛硅业"", ""score"": 77.69}, {""code"": ""603681"", ""name"": ""永冠新材"", ""score"": 77.62}]"
002491,通鼎互联,通信设备,89,10,0.898876404494382,6,0.9438202247191011,12,0.8764044943820225,19,0.797752808988764,32,0.651685393258427,1,1.0,,,86.14,"[{""code"": ""002491"", ""name"": ""通鼎互联"", ""score"": 77.83}, {""code"": ""600105"", ""name"": ""永鼎股份"", ""score"": 77.18}, {""code"": ""000070"", ""name"": ""特发信息"", ""score"": 74.2}, {""code"": ""688668"", ""name"": ""鼎通科技"", ""score"": 73.81}, {""code"": ""300548"", ""name"": ""长芯博创"", ""score"": 73.78}]"
002812,恩捷股份,电池,106,31,0.7169811320754716,11,0.9056603773584906,10,0.9150943396226415,55,0.4858490566037736,26,0.7641509433962265,3,0.9811320754716981,70.0,0.1038961038961039,69.61,"[{""code"": ""002805"", ""name"": ""丰元股份"", ""score"": 79.02}, {""code"": ""688388"", ""name"": ""嘉元科技"", ""score"": 78.16}, {""code"": ""002812"", ""name"": ""恩捷股份"", ""score"": 77.73}, {""code"": ""688353"", ""name"": ""华盛锂电"", ""score"": 76.38}, {""code"": ""300568"", ""name"": ""星源材质"", ""score"": 75.94}]"
600351,亚宝药业,中药Ⅱ,66,7,0.9090909090909091,28,0.5909090909090909,29,0.5757575757575758,20,0.7076923076923077,15,0.7878787878787878,2,0.9848484848484849,9.0,0.8431372549019608,77.13,"[{""code"": ""600566"", ""name"": ""济川药业"", ""score"": 81.64}, {""code"": ""600351"", ""name"": ""亚宝药业"", ""score"": 77.73}, {""code"": ""000989"", ""name"": ""九芝堂"", ""score"": 73.71}, {""code"": ""603998"", ""name"": ""方盛制药"", ""score"": 73.27}, {""code"": ""600557"", ""name"": ""康缘药业"", ""score"": 72.06}]"
688139,海尔生物,医疗器械,139,18,0.8776978417266187,20,0.8633093525179856,55,0.6115107913669064,53,0.6223021582733813,67,0.5251798561151079,5,0.9712230215827338,54.0,0.4854368932038835,70.81,"[{""code"": ""002382"", ""name"": ""蓝帆医疗"", ""score"": 83.56}, {""code"": ""300981"", ""name"": ""中红医疗"", ""score"": 81.72}, {""code"": ""688108"", ""name"": ""赛诺医疗"", ""score"": 80.87}, {""code"": ""300482"", ""name"": ""万孚生物"", ""score"": 78.76}, {""code"": ""688139"", ""name"": ""海尔生物"", ""score"": 77.73}]"
603260,合盛硅业,化学制品,184,97,0.4782608695652174,12,0.9402173913043478,9,0.9565217391304348,140,0.23770491803278687,7,0.967391304347826,4,0.9836956521739131,,,76.06,"[{""code"": ""300107"", ""name"": ""建新股份"", ""score"": 78.76}, {""code"": ""002497"", ""name"": ""雅化集团"", ""score"": 78.63}, {""code"": ""605020"", ""name"": ""永和股份"", ""score"": 77.91}, {""code"": ""603260"", ""name"": ""合盛硅业"", ""score"": 77.69}, {""code"": ""603681"", ""name"": ""永冠新材"", ""score"": 77.62}]"
