security_code,security_name,secucode,org_code,security_type_code,security_type,trade_market_code,trade_market,exchange,board,industry,report_period,report_date,announcement_date,update_date,basic_eps,book_value_per_share,revenue_cny,revenue_yoy_pct,revenue_qoq_pct,parent_net_profit_cny,parent_net_profit_yoy_pct,parent_net_profit_qoq_pct,weighted_roe_pct,operating_cash_flow_per_share,gross_margin_pct,profit_distribution_description,disclosure_status,source_name,source_page_url,source_api_report,research_stage,fundamental_acceleration_status,new_profit_pool_status,cyclical_turn_status,capital_event_status,announcement_review_status,peer_comparison_status,data_quality_flag,exclusion_reason
689009,九号公司,689009.SH,10000019193,058001008,中国存托凭证,069001001006,上交所科创板,SSE,STAR Market,,2026H1,2026-06-30,2026-08-11,2026-08-11,1.4,10.059448915112,14357844376.09,22.276281907,44.5982,1008342602.79,-18.79,295.8225,13.12,2.690282228242,28.5644552188,不分配不转增,disclosed,Eastmoney Data Center / Choice public web aggregation,https://data.eastmoney.com/bbsj/202606/yjbb.html,RPT_LICO_FN_CPD,stage_0_raw_archive,pending,pending,pending,pending,pending,pending,ok,Chinese Depositary Receipt; excluded from the pure A-share company universe
